down (1).jpg,pushups_down,119.128494,626.94904,17.631113,103.61599,611.90704,-5.724912,104.278336,609.97845,-5.7649927,104.8658,607.84814,-5.736892,102.65007,611.1218,36.33922,102.62909,608.7534,36.313026,102.70977,606.2917,36.314034,117.39559,589.28644,-56.6481,113.14766,588.84326,131.975,139.5221,622.37555,9.474766,138.01414,622.3612,62.46022,216.35338,583.2278,-141.50438,230.69867,531.31525,255.41963,358.81454,554.12036,-181.18471,372.43158,509.93414,353.5937,368.33923,650.3438,-292.08862,386.85217,601.20776,390.46048,345.31042,667.6139,-325.15152,365.58588,606.68585,397.5977,333.1308,656.8273,-282.0502,362.86823,613.3928,351.5405,341.01227,650.58105,-276.28677,371.61853,615.54224,370.136,527.60535,561.1769,-141.76472,523.0342,527.4674,141.94739,781.81836,568.11694,-111.873764,771.9402,545.2011,117.906425,1036.2208,542.8903,-97.01675,1011.51294,529.7948,173.8978,1069.7913,516.51666,-99.55946,1046.5612,506.4081,169.52278,1090.354,603.4833,-200.1439,1063.2559,588.4833,74.504654
down (10).jpg,pushups_down,118.10402,633.25446,41.438198,102.20024,617.0021,14.424219,102.63435,614.64294,14.35772,102.972336,612.1219,14.348487,101.78787,616.3962,61.70487,101.85219,613.69226,61.65873,102.005844,610.9352,61.575512,114.95495,590.18365,-48.888695,112.16633,590.47864,161.25198,138.58688,626.7899,29.152576,137.70866,626.7725,88.50117,216.60907,584.0353,-132.66167,229.92813,531.3438,280.26263,371.22656,547.6305,-137.98665,383.0754,500.0501,375.92047,375.94116,650.6902,-191.34337,394.37494,593.28796,404.06833,354.0515,669.2377,-216.26532,375.6462,598.9824,403.89532,340.35406,661.33484,-182.20776,371.00067,608.1714,363.72556,347.3208,653.8576,-178.02194,378.41214,610.1286,384.44138,522.4228,566.3839,-145.60193,519.7241,533.9593,145.83945,793.2407,567.7247,-106.94457,779.6206,549.29834,120.48677,1050.2362,546.13367,-83.1642,1026.2233,538.55334,181.76247,1084.7238,520.06396,-85.072845,1062.0897,515.3406,177.01678,1105.1655,609.8941,-185.92767,1080.6443,596.9665,80.79024
down (100).jpg,pushups_down,920.4526,468.83102,18.644157,929.0321,460.0698,32.023483,928.7434,458.8397,32.1551,928.5253,457.7206,32.03353,929.6809,459.06213,-3.603764,930.0485,456.60986,-3.616828,930.35614,454.13962,-3.7354352,921.76697,441.95935,106.25695,923.0537,438.35672,-52.216446,907.3595,463.5522,50.56304,908.30505,460.97134,4.786476,850.19714,416.05957,196.78998,869.5727,426.7501,-127.49298,789.0109,416.5214,366.87466,831.67004,467.88162,-334.52106,782.5756,446.66827,497.22522,856.53613,520.3374,-507.90787,781.65045,453.08514,530.7455,863.5303,526.3881,-541.07495,783.2929,456.98352,510.59924,866.1419,525.52313,-527.2395,783.2266,456.32837,492.68457,860.85175,522.41833,-504.4046,675.30664,426.4249,106.17364,679.38794,431.2343,-106.17932,532.64795,435.2084,98.919876,536.2847,458.07336,-113.58658,395.9771,431.17865,120.24924,386.83362,454.6935,-141.94624,371.79034,417.15936,117.49132,359.6954,438.0884,-147.45306,371.81058,476.11368,57.599674,363.11682,506.6192,-218.88353
down (101).jpg,pushups_down,824.83344,503.3625,-339.98535,829.8078,490.2109,-339.28638,831.89874,488.45312,-339.18625,834.084,487.0144,-339.1214,821.32544,495.18405,-353.8183,817.30963,496.0676,-353.84766,813.20135,497.09448,-353.87082,826.3362,485.20123,-309.69543,797.9407,498.47186,-365.82706,819.63196,509.9601,-322.50046,810.0392,513.04584,-338.65588,803.0905,512.772,-249.24873,703.1903,522.2878,-363.61908,798.05554,578.58856,-211.63583,578.33307,577.33923,-373.00656,811.7466,633.52686,-212.2853,485.46198,624.0728,-356.47122,824.2227,642.1113,-216.54921,455.57428,632.6715,-390.4089,815.82214,644.97644,-238.15309,467.9393,636.9568,-385.1388,804.76135,644.7351,-222.65503,483.7588,633.39905,-358.50894,610.3698,560.73517,21.724531,564.8795,565.296,-21.484383,566.1697,565.01807,41.620907,494.88528,572.9075,109.44718,530.31494,628.4285,247.8377,496.21008,629.74,424.9505,532.8553,625.48035,267.7582,508.5373,629.27344,456.21548,505.2563,672.39075,257.5243,465.40814,665.5004,493.2312
down (102).jpg,pushups_down,847.2859,494.19138,-515.8616,850.8173,474.10263,-509.59,854.1883,470.8418,-509.48462,857.7229,467.94824,-509.49323,837.93713,481.63367,-523.1643,831.95166,482.94318,-523.14014,825.92194,484.32773,-523.178,848.5841,462.2895,-439.7945,805.3875,483.66992,-491.7207,842.56537,501.11798,-483.40173,828.24316,506.8944,-497.72437,827.20593,489.90073,-345.8462,701.6835,505.50775,-454.61063,823.9102,554.1597,-233.8735,572.46484,559.9777,-449.30508,827.83624,629.081,-209.59619,481.9205,632.6995,-460.65125,843.39124,636.9617,-224.80743,450.17035,641.9951,-508.6589,832.56274,644.48785,-252.50388,468.7053,648.67285,-523.5753,817.472,645.49225,-221.76012,484.02844,645.3622,-472.05096,636.26166,551.98,52.623505,585.5803,558.10236,-52.226414,564.4598,584.874,313.88034,522.6722,582.1674,303.78354,508.00208,610.4514,610.21155,478.70975,609.6478,646.31995,499.20688,605.27563,640.7451,472.24786,607.49536,679.70123,497.77512,651.8932,623.3541,467.04053,645.34344,671.8229
down (103).jpg,pushups_down,838.90247,490.64542,-363.68073,839.18713,476.98816,-353.8996,841.2198,475.9927,-353.9029,843.3126,475.29868,-354.00464,830.14026,481.57523,-365.65912,825.10535,482.95993,-365.6915,820.0504,484.4789,-365.63776,832.0005,478.98438,-284.68298,801.4397,491.92288,-333.2909,834.516,502.41464,-334.1293,823.0519,506.37527,-347.988,810.08655,518.83966,-211.83371,719.24347,529.48016,-287.5133,796.822,581.5699,-190.18375,620.4247,598.9007,-280.73682,809.7773,632.5106,-199.03476,580.74744,643.927,-284.57013,825.82587,644.90656,-208.19458,567.7866,656.46716,-320.8572,817.19507,644.7998,-228.54788,583.55505,652.05597,-317.1887,803.92584,642.9537,-210.41354,591.7617,648.0342,-289.28656,624.6484,565.10065,21.80417,578.2385,564.3652,-21.599405,578.6521,526.4917,-63.137665,479.78003,529.5512,-148.24626,555.87,616.2299,69.03006,488.60123,624.7862,49.000816,561.1686,618.74176,81.891235,504.489,631.15765,72.18345,534.27325,658.45874,57.64284,460.13852,669.2581,75.8715
down (104).jpg,pushups_down,846.34766,494.3854,-440.3817,851.55365,478.93533,-439.19604,854.42883,476.52124,-439.119,857.4304,474.4303,-439.1284,840.89545,484.9263,-450.7327,836.03546,485.89105,-450.70264,831.105,486.9453,-450.69983,849.2916,471.0536,-390.3186,813.29095,487.38184,-432.80594,840.7703,500.8633,-414.40036,828.82983,504.6438,-426.40997,820.90155,496.98654,-310.2944,715.9073,506.4953,-412.59903,811.7781,563.90704,-224.40219,593.33734,565.9544,-410.7882,819.653,629.60394,-210.75601,504.03802,625.55664,-409.70264,831.8589,637.0146,-225.64548,473.11554,634.0432,-451.06903,824.289,641.2649,-248.18376,488.86255,639.2262,-461.57916,812.6679,641.4204,-222.06085,504.0735,636.0621,-418.74084,636.9434,553.27423,39.770058,592.8789,559.8658,-39.397034,586.0029,587.71484,235.71457,508.34814,578.94165,243.79233,540.59015,627.25586,492.2548,470.08392,620.9507,585.34064,532.6269,626.156,517.21924,468.59216,621.3668,619.2859,536.3676,664.0777,494.51065,447.04715,653.12976,626.92004
down (108).jpg,pushups_down,826.4929,493.9263,-235.35541,831.1423,483.2081,-227.39828,834.41833,482.08554,-227.35788,837.8517,481.18842,-227.36966,819.9983,486.65585,-227.64163,814.956,487.30682,-227.63513,809.8803,488.02158,-227.66086,830.9356,481.86014,-188.17343,793.6559,490.7711,-179.41748,822.47894,501.88474,-219.3821,809.227,503.50375,-216.49565,812.9137,513.3452,-162.80609,704.0559,501.46945,-178.77258,819.9548,578.84515,-184.1175,594.3274,555.8954,-194.58789,821.0747,634.2441,-284.74448,524.7913,623.78674,-204.80392,831.6025,645.91925,-318.17227,499.69638,638.1873,-244.12018,824.6649,642.2087,-337.80737,516.8204,641.4437,-245.99318,814.298,641.2203,-298.8077,530.22577,635.76764,-210.93704,629.1175,568.3727,-8.167393,588.92487,559.3347,8.555106,544.2718,567.0636,17.539707,493.82587,564.9419,213.8852,506.0227,628.0918,151.86682,481.59937,616.73395,533.1612,505.43634,630.21356,163.51529,488.5807,620.938,562.9252,487.59485,664.019,111.74012,450.3225,650.5987,564.62115
down (109).jpg,pushups_down,803.76807,521.3038,-505.3415,811.36414,509.80396,-505.27356,815.1202,508.45114,-505.3253,818.9859,507.36124,-505.44925,800.05786,512.6065,-511.7943,795.45013,512.4366,-511.7007,790.7709,512.4156,-511.62067,815.95044,503.74417,-447.5076,777.9335,509.70648,-464.55142,800.0003,526.6719,-474.78912,787.7247,528.15436,-479.61737,802.1152,515.9589,-357.1917,696.17993,518.4225,-391.05,805.2462,575.36365,-246.33772,604.3182,572.08563,-363.0695,819.71533,631.5727,-228.10767,564.9418,638.486,-348.98236,831.0935,639.37933,-242.87491,545.3191,654.57324,-383.22784,824.4025,642.31604,-268.24072,563.1707,653.7021,-395.2603,812.7379,641.64716,-239.19218,573.71466,646.7163,-359.17865,616.74133,557.341,2.7489767,578.33856,557.00397,-2.3881674,533.905,551.33435,78.112724,498.18658,549.963,164.22742,494.6663,633.47345,293.8699,476.37207,615.9344,483.26672,495.76492,637.3781,317.32465,480.4798,620.40094,515.6115,471.56375,678.57513,307.05884,446.26184,652.0248,534.9715
down (11).jpg,pushups_down,222.11032,602.66156,-22.801,210.98346,585.6986,-36.292183,212.21698,582.846,-36.317116,213.33636,579.844,-36.27726,210.2898,587.2762,6.252188,211.0574,586.0958,6.261003,211.99063,584.9067,6.248133,230.47168,563.0493,-62.299885,227.59415,571.00726,125.322426,243.9286,600.09125,-23.983318,242.71823,602.8647,28.132332,327.01703,553.3245,-143.84044,343.21823,530.4897,240.10703,466.84018,491.75287,-271.1423,489.2707,482.72345,356.98276,434.97675,615.8599,-524.7672,487.75665,579.9815,497.09363,394.02502,636.55206,-559.0157,461.4004,581.69476,523.76117,383.9297,622.3567,-499.30823,460.00668,588.1461,479.939,398.1515,620.8249,-503.46005,469.05423,589.4879,484.09335,621.058,544.56824,-136.23334,618.1731,527.77704,136.47025,848.17004,554.46216,-68.22922,835.4818,550.58685,115.86361,1043.7562,543.19183,-10.998965,1029.5317,540.65924,216.16707,1075.7056,518.4741,-8.155311,1060.6559,514.1711,214.70259,1070.5381,603.0795,-122.35954,1070.6001,612.6037,102.02734
